"AuthorName","Title"
agatha christie,the adventures of sherlock holmes 
thomas bulfinch,the adventures of sherlock holmes 
ambrose bierce,the adventures of sherlock holmes 
charles dickens,the adventures of sherlock holmes 
helena petrovna blavatsky,the adventures of sherlock holmes 
mary wollstonecraft shelley sparknotes,the adventures of sherlock holmes 
e. a. wallis budge,the adventures of sherlock holmes 
sir e. a. wallis budge,the adventures of sherlock holmes 
 arthur conan doyle,the adventures of sherlock holmes 
robert bloch,the adventures of sherlock holmes 
 ambrose bierce,the adventures of sherlock holmes 
edgar allan poe,the adventures of sherlock holmes 
 seabury quinn,the adventures of sherlock holmes 
 thomas bulfinch,the adventures of sherlock holmes 
boris,the adventures of sherlock holmes 
 lord dunsany,the adventures of sherlock holmes 
 mary shelley,the adventures of sherlock holmes 
william hope hodgson,the adventures of sherlock holmes 
 bianchi,the adventures of sherlock holmes 
 martha dickinson,the adventures of sherlock holmes 
hampson,the adventures of sherlock holmes 
 alfred leeteited b,the adventures of sherlock holmes 
jane austen,tarzan and the ant men
 august,tarzan and the ant men
blavatsky h. p.,tarzan and the ant men
 et al,tarzan and the ant men
derleth,tarzan and the ant men
orson scott et al card,tarzan and the ant men
william blake,tarzan and the ant men
walter farley,tarzan and the ant men
edgar rice burroughs,thongor in the city of magicians
lin carter,thongor in the city of magicians
august derleth,thongor in the city of magicians
agatha christie,thongor in the city of magicians
thomas bulfinch,thongor in the city of magicians
bram stoker,thongor in the city of magicians
charles dickens,thongor in the city of magicians
e. a. wallis budge,thongor in the city of magicians
sir e. a. wallis budge,thongor in the city of magicians
august william derleth,thongor in the city of magicians
ambrose gwinnett bierce,thongor in the city of magicians
startling,thongor in the city of magicians
rachel carson,thongor in the city of magicians
frances baker mason,thongor in the city of magicians
david starr jordan,thongor in the city of magicians
j. arthur,thongor in the city of magicians
vic ghidalia,thongor in the city of magicians
 elwood,thongor in the city of magicians
 roger,thongor in the city of magicians
les pendules agatha christie,thongor in the city of magicians
sir andrew crichton,thongor in the city of magicians
august derleth,bleak house
emily dickinson,bleak house
h. p. lovecraft,bleak house
 august derleth,bleak house
thomas bulfinch,bleak house
illus. frank utpatel,bleak house
map endpaper hjalmar skuldt,bleak house
jane austen,beware more beasts
andersen,beware more beasts
e. a. wallis budge,beware more beasts
 charles dickens,beware more beasts
 valdemar] andersen,beware more beasts
 poul carit,beware more beasts
lin carter,hound of the baskervilles
august derleth,hound of the baskervilles
agatha christie,hound of the baskervilles
,hound of the baskervilles
ambrose bierce,hound of the baskervilles
ignatius donnelly,hound of the baskervilles
jane austen,hound of the baskervilles
 charles dickens,hound of the baskervilles
herman melville,hound of the baskervilles
edgar allan poe,hound of the baskervilles
 jack london,hound of the baskervilles
thomas: bulfinch,hound of the baskervilles
lin carter,adventures of sherlock holmes 
william blake trask,adventures of sherlock holmes 
edgar rice burroughs,bulfinchs mythology the age of fable 
agatha christie,bulfinchs mythology the age of fable 
ignatius donnelly,bulfinchs mythology the age of fable 
chris crutcher,bulfinchs mythology the age of fable 
 ron koertge,bulfinchs mythology the age of fable 
 graham salisbury,bulfinchs mythology the age of fable 
 nancy werlin,bulfinchs mythology the age of fable 
 francess lin lantz,bulfinchs mythology the age of fable 
 angela johnson,bulfinchs mythology the age of fable 
 jack gantos,bulfinchs mythology the age of fable 
 m. e. kerr,bulfinchs mythology the age of fable 
 will weaver,bulfinchs mythology the age of fable 
 alden r. carter,bulfinchs mythology the age of fable 
 joan bauer,bulfinchs mythology the age of fable 
bulfinch thomas,bulfinchs mythology the age of fable 
e.a. wallis budge,bulfinchs mythology the age of fable 
daniel defoe,bulfinchs mythology the age of fable 
gwyneth lewis,bulfinchs mythology the age of fable 
 bulfinch thomas,bulfinchs mythology the age of fable 
edgar rice burroughs,wisconsin in their bones
agatha christie,wisconsin in their bones
leigh brackett,wisconsin in their bones
 lin carter,wisconsin in their bones
l. sprague de camp,wisconsin in their bones
 john green,wisconsin in their bones
edgar rice burroughs,the sign of four a sherlock holmes mystery
lin carter,the sign of four a sherlock holmes mystery
august derleth,the sign of four a sherlock holmes mystery
thomas bulfinch,the sign of four a sherlock holmes mystery
andrew lang,the sign of four a sherlock holmes mystery
jane austen,the sign of four a sherlock holmes mystery
arthur conan doyle,the sign of four a sherlock holmes mystery
wallis budge,the sign of four a sherlock holmes mystery
e. wallis budge,the sign of four a sherlock holmes mystery
h. p./ chambers lovecraft,the sign of four a sherlock holmes mystery
ambrose r. w./ bierce,the sign of four a sherlock holmes mystery
 e a,the sign of four a sherlock holmes mystery
emily dickinson,the quest of kadji chronicles of kylix 1
arthur conan doyle,the quest of kadji chronicles of kylix 1
william faulkner,the quest of kadji chronicles of kylix 1
edgar rice burroughs,tolkien a look behind the lord of the rings
lin carter,tolkien a look behind the lord of the rings
august derleth,tolkien a look behind the lord of the rings
emily dickinson,tolkien a look behind the lord of the rings
agatha christie,tolkien a look behind the lord of the rings
thomas bulfinch,tolkien a look behind the lord of the rings
,tolkien a look behind the lord of the rings
ray bradbury,tolkien a look behind the lord of the rings
leigh brackett,tolkien a look behind the lord of the rings
ambrose bierce,tolkien a look behind the lord of the rings
ignatius donnelly,tolkien a look behind the lord of the rings
jane austen,tolkien a look behind the lord of the rings
charles dickens,tolkien a look behind the lord of the rings
weird tales,tolkien a look behind the lord of the rings
 editor,tolkien a look behind the lord of the rings
helena petrovna blavatsky,tolkien a look behind the lord of the rings
john w. moore,tolkien a look behind the lord of the rings
 august,tolkien a look behind the lord of the rings
if,tolkien a look behind the lord of the rings
budge,tolkien a look behind the lord of the rings
arthur conan doyle,tolkien a look behind the lord of the rings
sir e. a. wallis budge,tolkien a look behind the lord of the rings
sir arthur conan doyle,tolkien a look behind the lord of the rings
brackett leigh,tolkien a look behind the lord of the rings
andrew j. offutt,tolkien a look behind the lord of the rings
 theodore sturgeon,tolkien a look behind the lord of the rings
crichton andrew -.,tolkien a look behind the lord of the rings
 lin carter,tolkien a look behind the lord of the rings
 leigh,tolkien a look behind the lord of the rings
conan doyle,tolkien a look behind the lord of the rings
 sir arthur,tolkien a look behind the lord of the rings
 leigh brackett,tolkien a look behind the lord of the rings
l. sprague de camp,tolkien a look behind the lord of the rings
thomas,tolkien a look behind the lord of the rings
howard,tolkien a look behind the lord of the rings
 carter,tolkien a look behind the lord of the rings
ambrose gwinnett bierce,tolkien a look behind the lord of the rings
 lin,tolkien a look behind the lord of the rings
fantastic,tolkien a look behind the lord of the rings
august. derleth,tolkien a look behind the lord of the rings
jane austenitor],tolkien a look behind the lord of the rings
rachel carson,tolkien a look behind the lord of the rings
donnelly,tolkien a look behind the lord of the rings
 ignatius,tolkien a look behind the lord of the rings
 conrad l. stanitski,tolkien a look behind the lord of the rings
 peter c. jurs,tolkien a look behind the lord of the rings
jack vance,tolkien a look behind the lord of the rings
derleth,tolkien a look behind the lord of the rings
sir wallis budge,tolkien a look behind the lord of the rings
george lucas,tolkien a look behind the lord of the rings
 lawrence kasdan,tolkien a look behind the lord of the rings
h. g. wells,tolkien a look behind the lord of the rings
seth grahame-smith,tolkien a look behind the lord of the rings
venture,tolkien a look behind the lord of the rings
 robert a. heinlein,tolkien a look behind the lord of the rings
robert e. howard / leigh brackett,tolkien a look behind the lord of the rings
alfred wallis budge,tolkien a look behind the lord of the rings
 ernest,tolkien a look behind the lord of the rings
donnelly ignatius,tolkien a look behind the lord of the rings
darrel greene,tolkien a look behind the lord of the rings
tim kirk,tolkien a look behind the lord of the rings
bj� rn nyberg,tolkien a look behind the lord of the rings
 e. a. wallis,tolkien a look behind the lord of the rings
palmer,tolkien a look behind the lord of the rings
flher pratt leigh brackett,tolkien a look behind the lord of the rings
 chad oliver,tolkien a look behind the lord of the rings
j. r. r. tolkien,tolkien a look behind the lord of the rings
earnest a. wallis budge,tolkien a look behind the lord of the rings
 w. w. robson,tolkien a look behind the lord of the rings
